name,id,examine,members,lowalch,item_limit,value,highalch,icon
Light ballista,19478,A weapon forged from the wreckage of an airship.,t,50000,8,125000,75000,Light ballista.png
Light bow tie,19985,Bow ties are cool.,t,2000,4,5000,3000,Light bow tie.png
Light frame,19586,A light wooden frame.,t,20000,8,50000,30000,Light frame.png
Light infinity colour kit,12530,Use on infinity pieces to recolour them!,t,2000,4,5000,3000,Light infinity colour kit.png
Light orb,10973,A component of cave goblin Magic.,t,140,10000,350,210,Light orb.png
Light trousers,19979,Light tuxedo trousers with matching stockings.,t,2400,4,6000,3600,Light trousers.png
Light tuxedo cuffs,19976,Linked tuxedo cuffs with a gold trim.,t,1200,4,3000,1800,Light tuxedo cuffs.png
Light tuxedo jacket,19973,A light tuxedo jacket with a matching shirt.,t,4000,4,10000,6000,Light tuxedo jacket.png
Light tuxedo shoes,19982,Light shoes to match your light tuxedo.,t,1200,4,3000,1800,Light tuxedo shoes.png
Lightbearer,25975,A heavy ring that glimmers with a strange power.,t,1,8,1,1,Lightbearer.png
Lily of the sands,27272,A beautiful lily.,t,1,13000,1,1,Lily of the sands.png
Lime,2120,A fresh lime.,t,1,13000,2,1,Lime.png
Lime chunks,2122,Fresh chunks of lime.,t,1,13000,1,1,Lime chunks.png
Lime slices,2124,Fresh lime slices.,t,1,13000,2,1,Lime slices.png
Limestone,3211,Some limestone.,t,4,13000,10,6,Limestone.png
Limestone brick,3420,A well carved limestone brick.,t,8,10000,20,12,Limestone brick.png
Limpwurt root,225,The root of a limpwurt plant.,f,2,13000,7,4,Limpwurt root.png
Limpwurt seed,5100,A limpwurt seed - plant in a flower patch.,t,4,600,12,7,Limpwurt seed 5.png
Linen,4684,One sheet of mummy wrap.,t,12,15,30,18,Linen.png
Lizardkicker,25826,A viscous bright-green ale. Smells like a herpetarium.,t,8,,20,12,Lizardkicker.png
Lizardman fang,13391,Ripped from the maw of a dying lizardman of Kourend.,t,24,13000,60,36,Lizardman fang.png
Loar remains,3396,The remains of a deadly shade.,t,1,7500,1,1,Loar remains.png
Lobster,379,This looks tricky to eat.,f,28,6000,70,42,Lobster.png
Lobster pot,301,Useful for catching lobsters.,f,8,40,20,12,Lobster pot.png
Lockpick,1523,For picking tough locks.,t,8,250,20,12,Lockpick.png
Locust meat,9052,"Delicious and nutritious. Well, nutritious anyway.",t,1,6000,1,1,Locust meat.png
Log brace,28146,"With some rope, adamantite bars and steel nails, I can create a sturdy harness.",t,1,40,1,1,Log brace.png
Logs,1511,A number of wooden logs.,f,1,15000,4,2,Logs.png
Long kebbit bolts,10159,Bolts made from the spikes of a razor-backed kebbit.,t,12,11000,31,18,Long kebbit bolts.png
Long kebbit spike,10107,These bone spikes are both very tough and very sharp.,t,60,10000,150,90,Long kebbit spike.png
Longbow,839,A nice sturdy bow.,f,32,18000,80,48,Longbow.png
Longbow (u),48,I need to find a string for this.,t,24,10000,60,36,Longbow (u).png
Loop half of key,987,The loop end of the mysterious Crystal Key. Can you find the other half?,t,40,11000,100,60,Loop half of key.png
Looting bag note,24585,A note that may be exchanged at a bank for a Looting Bag.,t,36,40,90,54,Looting bag note.png
Lovakengj banner,20257,A lovakite banner baring the sigil of house Lovakengj.,t,28,4,70,42,Lovakengj banner.png
Lovakengj hood,20119,A rare hood from Lovakengj .,t,1,4,1,1,Lovakengj hood.png
Lovakengj scarf,19949,A yellow scarf adorned with an ornamental anvil.,t,4000,4,10000,6000,Lovakengj scarf.png
Lumberyard teleport,12642,Teleports you to the Lumberyard.,t,4,10000,10,6,Lumberyard teleport.png
Lumbridge teleport (tablet),8008,A teleport to Lumbridge.,t,1,10000,1,1,Lumbridge teleport (tablet).png
Lunar isle teleport,12405,Teleports you to Lunar isle.,t,4,10000,10,6,Lunar isle teleport.png
M. treasure chest (flatpack),9864,Mahogany treasure chest.,t,4,500,10,6,M. treasure chest (flatpack).png
Machete,975,A jungle specific slashing device.,t,16,15,40,24,Machete.png
Mackerel,355,Some nicely cooked mackerel.,t,6,6000,15,9,Mackerel.png
Mage's book,6889,The magical book of the Mage.,t,200,15,500,300,Mage's book.png
Magic bird house,22201,Feed and catch the birds by placing this in the right spot.,t,2,250,5,3,Magic bird house.png
Magic box,10025,A magical catching box.,t,240,250,600,360,Magic box.png
Magic cape rack (flatpack),9848,How does it all fit in there?,t,4,500,10,6,Magic cape rack (flatpack).png
Magic comp bow,10284,A powerful bow made from magic wood.,t,1000,8,2500,1500,Magic comp bow.png
Magic essence mix(1),11491,One dose of fishy Magic essence.,t,52,2000,130,78,Magic essence mix(1).png
Magic essence mix(2),11489,Two doses of fishy Magic essence.,t,72,2000,180,108,Magic essence mix(2).png
Magic fang,12932,This can be attached to a Staff of the Dead or a Trident of the Seas.,t,40800,5,102000,61200,Magic fang.png
Magic leaves,6030,A pile of Magic tree leaves.,t,1,,1,1,Magic leaves.png
Magic logs,1513,Logs cut from a magic tree.,t,128,12000,320,192,Magic logs.png
Magic longbow,859,A nice sturdy magical bow.,t,1024,18000,2560,1536,Magic longbow.png
Magic longbow (u),70,An unstrung magic longbow; I need a bowstring for this.,t,512,10000,1280,768,Magic longbow (u).png
Magic mix(1),11515,One dose of fishy Magic potion.,t,60,2000,150,90,Magic mix(1).png
Magic mix(2),11513,Two doses of fishy Magic potion.,t,80,2000,200,120,Magic mix(2).png
Magic potion(1),3046,1 dose of Magic potion.,t,60,2000,150,90,Magic potion(1).png
Magic potion(2),3044,2 doses of Magic potion.,t,80,2000,200,120,Magic potion(2).png
Magic potion(3),3042,3 doses of Magic potion.,t,100,2000,250,150,Magic potion(3).png
Magic potion(4),3040,4 doses of Magic potion.,t,120,2000,300,180,Magic potion(4).png
Magic pyre logs,3448,Magic logs prepared with sacred oil for a funeral pyre.,t,256,11000,640,384,Magic pyre logs.png
Magic roots,6051,The roots of the Magic tree.,t,1,11000,1,1,Magic roots.png
Magic sapling,5374,This sapling is ready to be replanted in a tree patch.,t,1,200,1,1,Magic sapling.png
Magic seed,5316,Plant this in a plantpot of soil to grow a sapling.,t,168,200,422,253,Magic seed 5.png
Magic shield,22263,A solid magic wood shield.,t,512,125,1280,768,Magic shield.png
Magic shortbow,861,"Short and magical, but still effective.",t,640,18000,1600,960,Magic shortbow.png
Magic shortbow (u),72,An unstrung magic shortbow; I need a bowstring for this.,t,320,10000,800,480,Magic shortbow (u).png
Magic shortbow scroll,12786,Use on a Magic shortbow to imbue the bow.,t,2000,10000,5000,3000,Magic shortbow scroll.png
Magic staff,1389,A Magical staff.,f,80,125,200,120,Magic staff.png
Magic stock,21952,A magic crossbow stock.,t,112,10000,280,168,Magic stock.png
Magic stone,8788,A magic stone to make high-level furniture.,t,300000,11000,750000,450000,Magic stone.png
Magic string,6038,I could use this to make jewellery.,t,1,11000,1,1,Magic string.png
Magpie impling jar,11252,Magpie impling in a jar.,t,20,18000,50,30,Magpie impling jar.png
Magus ring,28313,An occult ring that grants immense magical power.,t,1,,1,1,Magus ring.png
Mahogany armchair (flatpack),8508,How does it all fit in there?,t,4,500,10,6,Mahogany armchair (flatpack).png
Mahogany armour case (flatpack),9861,Mahogany armour case.,t,4,500,10,6,Mahogany armour case (flatpack).png
Mahogany bench (flatpack),8572,How does it all fit in there?,t,4,500,10,6,Mahogany bench (flatpack).png
Mahogany bird house,22195,Feed and catch the birds by placing this in the right spot.,t,2,250,5,3,Mahogany bird house.png
Mahogany bookcase (flatpack),8514,How does it all fit in there?,t,4,500,10,6,Mahogany bookcase (flatpack).png
Mahogany cape rack (flatpack),9845,How does it all fit in there?,t,4,500,10,6,Mahogany cape rack (flatpack).png
Mahogany dresser (flatpack),8606,How does it all fit in there?,t,4,500,10,6,Mahogany dresser (flatpack).png
Mahogany fancy dress box (flatpack),9867,Mahogany fancy dress box.,t,4,500,10,6,Mahogany fancy dress box (flatpack).png
Mahogany logs,6332,Some well-cut mahogany logs.,t,20,11000,50,30,Mahogany logs.png
Mahogany magic wardrobe (flatpack),9856,Mahogany magic wardrobe.,t,4,500,10,6,Mahogany magic wardrobe (flatpack).png
Mahogany plank,8782,A plank of expensive mahogany.,t,600,13000,1500,900,Mahogany plank.png
Mahogany pyre logs,6213,Mahogany logs prepared with sacred oil for a funeral pyre.,t,80,11000,200,120,Mahogany pyre logs.png
Mahogany sapling,21480,This sapling is ready to be replanted in a tree patch.,t,1,200,1,1,Mahogany sapling.png
Mahogany seed,21488,Plant this in a plantpot of soil to grow a sapling.,t,19,200,48,28,Mahogany seed 5.png
Mahogany stock,9450,A mahogany crossbow stock.,t,53,10000,133,79,Mahogany stock.png
Mahogany table (flatpack),8558,How does it all fit in there?,t,4,500,10,6,Mahogany table (flatpack).png
Mahogany toy box (flatpack),9851,How does it all fit in there?,t,4,500,10,6,Mahogany toy box (flatpack).png
Mahogany wardrobe (flatpack),8620,How does it all fit in there?,t,4,500,10,6,Mahogany wardrobe (flatpack).png
Malediction shard 1,11931,A broken shield piece.,t,12400,10000,31000,18600,Malediction shard 1.png
Malediction shard 2,11932,A broken shield piece.,t,12400,10000,31000,18600,Malediction shard 2.png
Malediction shard 3,11933,A broken shield piece.,t,12400,10000,31000,18600,Malediction shard 3.png
Malediction ward,11924,"An ancient, evil shield forged by Volcanic heat.",t,18000,8,45000,27000,Malediction ward.png
Malicious ashes,25772,A heap of ashes.,t,1,,1,1,Malicious ashes.png
Manta ray,391,A rare catch.,t,80,10000,200,120,Manta ray.png
Maple bird house,22192,Feed and catch the birds by placing this in the right spot.,t,2,250,5,3,Maple bird house.png
Maple blackjack,6416,A solid bit of maple.,t,480,125,1200,720,Maple blackjack.png
Maple blackjack(d),6420,A defensive blackjack.,t,640,125,1600,960,Maple blackjack(d).png
Maple blackjack(o),6418,An offensive blackjack.,t,640,125,1600,960,Maple blackjack(o).png
Maple leaves,6028,A pile of Maple tree leaves.,t,1,,1,1,Maple leaves.png
Maple logs,1517,Logs cut from a maple tree.,f,32,15000,80,48,Maple logs.png
Maple longbow,851,A nice sturdy bow made out of Maple.,f,256,18000,640,384,Maple longbow.png
Maple longbow (u),62,An unstrung maple longbow; I need a bowstring for this.,t,128,10000,320,192,Maple longbow (u).png
Maple pyre logs,3444,Maple logs prepared with sacred oil for a funeral pyre.,t,64,11000,160,96,Maple pyre logs.png
Maple roots,6047,The roots of the Maple tree.,t,1,11000,1,1,Maple roots.png
Maple sapling,5372,This sapling is ready to be replanted in a tree patch.,t,1,200,1,1,Maple sapling.png
Maple seed,5314,Plant this in a plantpot of soil to grow a sapling.,t,19,200,48,28,Maple seed 5.png
Maple shield,22257,A solid maple shield.,t,128,125,320,192,Maple shield.png
Maple shortbow,853,"A shortbow made out of Maple, still effective.",f,160,18000,400,240,Maple shortbow.png
Maple shortbow (u),64,An unstrung maple shortbow; I need a bowstring for this.,t,80,10000,200,120,Maple shortbow (u).png
Maple stock,9448,A maple crossbow stock.,t,40,10000,100,60,Maple stock.png
Marble block,8786,A beautifully carved marble block.,t,100000,11000,250000,150000,Marble block.png
Marble cape rack (flatpack),9847,How does it all fit in there?,t,4,500,10,6,Marble cape rack (flatpack).png
Marble magic wardrobe (flatpack),9858,Marble magic wardrobe.,t,4,500,10,6,Marble magic wardrobe (flatpack).png
Marigold seed,5096,A marigold seed - plant in a flower patch.,t,1,600,2,1,Marigold seed 5.png
Marigolds,6010,A bunch of marigolds.,t,1,600,1,1,Marigolds.png
Marrentill,251,A herb used in poison cures.,t,2,13000,5,3,Marrentill.png
Marrentill potion (unf),93,I need another ingredient to finish this Marrentill potion.,t,2,10000,5,3,Marrentill potion (unf).png
Marrentill seed,5292,A marrentill seed - plant in a herb patch.,t,1,600,2,1,Marrentill seed 5.png
Marrentill tar,10143,"A thick, foul-smelling, tar-like substance with an orange tinge.",t,1,7000,1,1,Marrentill tar.png
Mask of ranul,23522,A creepy mask worn during a blood moon.,t,2000,70,5000,3000,Mask of ranul.png
Masori armour set (f),27355,"A set containing a Masori mask (f), Masori body (f), Masori chaps (f)",t,1,,1,1,Masori armour set (f).png
Masori body,27229,Ancient armour once worn by a powerful ranger.,t,1,,1,1,Masori body.png
Masori body (f),27238,Fortified armour once worn by a powerful ranger.,t,1,,1,1,Masori body (f).png
Masori chaps,27232,Ancient armour once worn by a powerful ranger.,t,1,,1,1,Masori chaps.png
Masori chaps (f),27241,Fortified armour once worn by a powerful ranger.,t,1,,1,1,Masori chaps (f).png
Masori mask,27226,An ancient mask once worn by a powerful ranger.,t,1,,1,1,Masori mask.png
Masori mask (f),27235,A fortified mask once worn by a powerful ranger.,t,1,,1,1,Masori mask (f).png
Master scroll book (empty),21387,I can store my teleport scrolls in this.,t,2000,100,5000,3000,Master scroll book (empty).png
Master wand,6914,A master level wand.,t,40000,70,100001,60000,Master wand.png
Mature cider,5765,This looks a good deal stronger than normal cider.,t,1,2000,2,1,Mature cider.png
Mature wmb,5741,This looks a good deal stronger than normal Wizards Mind Bomb.,t,1,2000,2,1,Mature wmb.png
Meat pie,2327,Not for vegetarians.,f,6,10000,15,9,Meat pie.png
Meat pizza,2293,A pizza with bits of meat on it.,f,20,10000,50,30,Meat pizza.png
Meat tenderiser,7449,Often used to soften tough meat up.,t,16600,50,41500,24900,Meat tenderiser.png
Menaphite purple hat,6392,Good for keeping the sun off my neck.,t,14,150,35,21,Menaphite purple hat.png
Menaphite purple kilt,6398,Look at those nobbily knees.,t,8,150,20,12,Menaphite purple kilt.png
Menaphite purple robe,6396,A cool light Menaphite robe.,t,16,150,40,24,Menaphite purple robe.png
Menaphite purple top,6394,Colourful.,t,8,150,20,12,Menaphite purple top.png
Menaphite red hat,6400,Good for keeping the sun off my neck.,t,14,150,35,21,Menaphite red hat.png
Menaphite red kilt,6406,Look at those nobbily knees.,t,8,150,20,12,Menaphite red kilt.png
Menaphite red robe,6404,A cool light Menaphite robe.,t,16,150,40,24,Menaphite red robe.png
Menaphite red top,6402,Colourful.,t,8,150,20,12,Menaphite red top.png
Menaphite remedy(1),27211,1 dose of Menaphite remedy.,t,1,,1,1,Menaphite remedy(1).png
Menaphite remedy(2),27208,2 doses of Menaphite remedy.,t,1,,1,1,Menaphite remedy(2).png
Menaphite remedy(3),27205,3 doses of Menaphite remedy.,t,1,,1,1,Menaphite remedy(3).png
Menaphite remedy(4),27202,4 doses of Menaphite remedy.,t,1,2000,1,1,Menaphite remedy(4).png
Merfolk trident,21649,An iron tipped trident.,t,160,125,400,240,Merfolk trident.png
Minced meat,7070,A bowl of finely minced meat.,t,3,13000,8,4,Minced meat.png
Mind altar teleport (tablet),19617,A teleport to the Mind Altar.,t,1,10000,1,1,Mind altar teleport (tablet).png
Mind bomb(4),5801,This keg contains 4 pints of Wizards Mind Bomb.,t,1,2000,1,1,Mind bomb(4).png
Mind bomb(m4),5881,This keg contains 4 pints of mature Wizards Mind Bomb.,t,1,2000,1,1,Mind bomb(m4).png
Mind helmet,9733,A magic helmet.,t,1200,70,3000,1800,Mind helmet.png
Mind rune,558,Used for basic level missile spells.,f,1,18000,3,1,Mind rune.png
Mind shield,9731,A magic shield.,t,1200,70,3000,1800,Mind shield.png
Mind talisman,1448,A mysterious power emanates from the talisman...,f,1,11000,4,2,Mind talisman.png
Mind tiara,5529,A tiara infused with the properties of the mind.,f,40,40,100,60,Mind tiara.png
Mining helmet,5014,A helmet with an unlit lamp on it.,t,240,4,600,360,Mining helmet.png
Mint cake,9475,It looks very minty.,t,100,10000,250,150,Mint cake.png
Mirror shield,4156,I can just about see things in this shield's reflection.,t,2000,40,5000,3000,Mirror shield.png
Mist battlestaff,20730,It's a slightly magical stick.,t,6200,8,15500,9300,Mist battlestaff.png
Mist rune,4695,A combined Air and Water Rune.,t,8,18000,20,12,Mist rune.png
Mith grapple,9419,A mithril grapple tipped bolt - needs a rope.,t,1,11000,1,1,Mith grapple.png
Mith grapple (unf),9418,A mithril grapple tipped bolt - needs a rope.,t,19,11000,48,28,Mith grapple (unf).png
Mith grapple tip,9416,A mithril grapple tip.,t,12,11000,30,18,Mith grapple tip.png
Mithril 2h sword,1315,A two handed sword.,f,1040,125,2600,1560,Mithril 2h sword.png
Mithril arrow,888,Arrows with mithril heads.,f,12,7000,32,19,Mithril arrow 5.png
Mithril arrow(p),889,Venomous-looking arrows.,t,12,7000,32,19,Mithril arrow(p) 5.png
Mithril arrow(p+),5619,Venomous-looking arrows.,t,12,7000,32,19,Mithril arrow(p+) 5.png
Mithril arrow(p++),5625,Venomous-looking arrows.,t,12,7000,32,19,Mithril arrow(p++) 5.png
Mithril arrowtips,42,I can make some arrows with these.,t,6,10000,16,9,Mithril arrowtips.png
Mithril axe,1355,A powerful axe.,f,208,40,520,312,Mithril axe.png
Mithril bar,2359,It's a bar of mithril.,f,120,10000,300,180,Mithril bar.png
Mithril battleaxe,1369,A vicious looking axe.,f,676,125,1690,1014,Mithril battleaxe.png
Mithril bolts,9142,Mithril crossbow bolts.,t,8,7000,20,12,Mithril bolts 5.png
Mithril bolts (p),9289,Some poisoned mithril bolts.,t,8,11000,20,12,Mithril bolts (p) 5.png
Mithril bolts (p+),9296,Some poisoned mithril bolts.,t,8,11000,20,12,Mithril bolts (p+) 5.png
Mithril bolts (p++),9303,Super poisoned mithril bolts.,t,8,11000,20,12,Mithril bolts (p++) 5.png
Mithril bolts (unf),9379,Unfeathered mithril crossbow bolts.,t,1,13000,1,1,Mithril bolts (unf) 5.png
Mithril boots,4127,These will protect my feet.,t,312,125,780,468,Mithril boots.png
Mithril brutal,4793,Blunt mithril arrow... ouch.,t,20,11000,50,30,Mithril brutal 5.png
Mithril chainbody,1109,A series of connected metal rings.,f,780,125,1950,1170,Mithril chainbody.png
Mithril claws,3099,A set of fighting claws.,t,190,125,475,285,Mithril claws.png
Mithril crossbow,9181,A mithril crossbow.,t,313,125,783,469,Mithril crossbow.png
Mithril crossbow (u),9461,An unstrung mithril crossbow.,t,300,10000,750,450,Mithril crossbow (u).png
Mithril dagger,1209,A dangerous dagger.,f,130,125,325,195,Mithril dagger.png
Mithril dagger(p),1225,A poisoned Mithril dagger.,t,130,125,325,195,Mithril dagger(p).png
Mithril dagger(p+),5674,A poisoned Mithril dagger.,t,130,125,325,195,Mithril dagger(p+).png
